Pitcher,ID,Pitch Type,xP0,yP0,zP0,xV0,yV0,zV0,xA0,yA0,zA0,Spin Rate,Spin Direction
"Verlander, Justin",434378,FF,-1.36,54.52,7.11,4.51,-140.68,-5.50,-12.57,35.16,-8.02,2405,211
"Verlander, Justin",434378,CU,-1.49,54.49,6.92,2.73,-117.33,-2.87,3.98,23.99,-40.97,2875,40
"Verlander, Justin",434378,SL,-1.55,54.55,7.10,3.60,-128.06,-5.98,2.02,27.97,-23.94,2503,168
"Verlander, Justin",434378,SL,-1.60,54.64,7.11,2.59,-126.66,-6.51,1.15,27.21,-23.45,2475,165
"Verlander, Justin",434378,SL,-1.53,54.43,7.01,2.71,-128.36,-5.45,1.87,26.99,-26.25,2469,173
"Verlander, Justin",434378,FF,-1.30,54.34,7.05,5.22,-140.14,-9.79,-12.57,33.27,-6.44,2438,206
"Verlander, Justin",434378,SL,-1.45,54.29,7.03,6.79,-128.24,-9.07,0.77,27.17,-23.79,2533,174
"Verlander, Justin",434378,CU,-1.61,54.30,6.98,-0.21,-116.55,-3.72,3.71,20.67,-39.79,2774,38
"Verlander, Justin",434378,CU,-1.52,54.51,6.94,4.16,-116.63,-4.41,1.85,19.14,-38.68,2872,36
"Verlander, Justin",434378,CU,-1.53,54.41,6.91,1.45,-117.19,-3.07,3.03,26.16,-43.19,2820,40
