Pitcher,ID,Pitch Type,xP0,yP0,zP0,xV0,yV0,zV0,xA0,yA0,zA0,Spin Rate,Spin Direction
"Diekman, Jake",518617,FF,3.54,54.18,5.74,-10.05,-139.91,-3.78,21.63,33.14,-17.90,2289,117
"Diekman, Jake",518617,FF,3.57,54.11,5.73,-11.73,-138.07,-3.41,21.67,32.66,-18.15,2282,121
"Diekman, Jake",518617,SL,3.76,54.59,5.65,-5.44,-118.05,-1.02,-12.79,25.50,-32.60,2846,306
"Diekman, Jake",518617,SL,3.82,54.30,5.56,-8.84,-116.57,-5.80,-8.56,23.65,-31.51,2875,307
"Diekman, Jake",518617,SI,3.59,54.26,5.69,-13.12,-135.26,-5.85,23.03,27.72,-24.30,2124,125
"Diekman, Jake",518617,SL,3.74,54.19,5.61,-7.26,-115.31,-2.19,-9.54,23.36,-30.96,2850,306
"Diekman, Jake",518617,SI,3.56,54.34,5.65,-12.57,-136.24,-3.71,22.47,28.01,-21.28,2152,129
"Diekman, Jake",518617,SI,3.51,53.96,5.67,-12.29,-136.77,-5.73,23.99,28.01,-23.00,2199,123
"Diekman, Jake",518617,SL,3.78,54.44,5.62,-9.64,-116.86,-4.14,-7.72,22.40,-30.10,2695,307
"Diekman, Jake",518617,SI,3.66,54.21,5.65,-8.90,-136.36,-2.91,22.20,29.16,-22.10,2167,126
"Diekman, Jake",518617,SI,3.75,54.11,5.66,-8.95,-135.55,-3.14,20.32,29.30,-22.03,2178,125
"Diekman, Jake",518617,FF,3.21,54.16,5.64,-14.98,-136.91,0.18,15.67,30.31,-20.97,2286,123
"Diekman, Jake",518617,SL,3.82,54.34,5.54,-8.44,-118.70,-2.84,-10.43,23.81,-34.02,2798,308
"Diekman, Jake",518617,SL,3.61,54.24,5.56,-7.56,-120.07,-1.89,-9.67,25.28,-34.02,2791,304
"Diekman, Jake",518617,SI,3.38,54.18,5.67,-12.36,-137.34,-2.38,17.39,30.16,-21.38,2273,122
"Diekman, Jake",518617,SL,3.63,54.19,5.57,-7.54,-118.42,-5.07,-12.07,23.81,-30.30,2934,303
"Diekman, Jake",518617,SL,3.73,54.26,5.53,-8.01,-120.17,-3.84,-12.74,25.08,-32.23,2860,295
"Diekman, Jake",518617,SL,3.60,54.32,5.56,-5.99,-120.90,-3.30,-11.40,24.06,-30.26,2836,305
"Diekman, Jake",518617,SL,3.81,54.55,5.64,-3.30,-119.82,0.80,-13.83,23.98,-31.49,2801,295
"Diekman, Jake",518617,FF,3.51,54.08,5.60,-10.51,-139.88,-5.36,18.60,32.57,-17.02,2290,122
"Diekman, Jake",518617,FF,3.53,54.18,5.69,-13.18,-137.53,-3.34,20.47,31.87,-17.71,2398,123
"Diekman, Jake",518617,SI,3.55,54.08,5.59,-14.32,-137.94,-5.80,25.05,31.69,-22.74,2231,124
"Diekman, Jake",518617,SI,3.27,54.14,5.72,-9.41,-138.05,-2.77,21.70,32.74,-23.08,2184,123
