Pitcher,ID,Pitch Type,xP0,yP0,zP0,xV0,yV0,zV0,xA0,yA0,zA0,Spin Rate,Spin Direction
"May, Dustin",669160,CU,-2.29,53.95,4.88,3.27,-123.83,1.35,13.46,27.33,-35.09,3200,53
"May, Dustin",669160,SI,-2.48,53.89,4.81,8.41,-138.31,-3.91,-23.42,32.70,-23.19,2315,240
"May, Dustin",669160,FF,-2.17,53.87,5.28,9.11,-141.00,-5.92,-13.92,36.16,-14.69,2387,224
"May, Dustin",669160,FF,-2.24,53.92,5.41,7.90,-140.18,-4.16,-12.97,32.92,-14.09,2387,224
"May, Dustin",669160,FC,-2.35,53.79,5.00,6.96,-133.70,-3.31,0.20,26.81,-21.00,2378,229
"May, Dustin",669160,SI,-2.29,54.03,4.98,5.76,-138.46,-1.48,-21.10,33.01,-24.65,2355,236
"May, Dustin",669160,SI,-2.30,53.81,4.90,8.75,-139.68,-4.59,-20.58,31.28,-21.69,2398,238
"May, Dustin",669160,SI,-2.41,53.90,4.89,10.11,-138.21,-5.02,-22.80,31.14,-22.36,2481,240
"May, Dustin",669160,SI,-2.24,53.94,4.97,6.98,-139.93,-2.96,-21.02,33.63,-22.45,2230,239
"May, Dustin",669160,FF,-2.00,53.95,5.31,8.12,-140.94,-4.92,-9.71,32.94,-15.62,2007,224
"May, Dustin",669160,FC,-2.21,53.92,5.06,8.51,-132.29,-2.84,-0.43,28.53,-26.49,2230,241
"May, Dustin",669160,FF,-2.10,53.85,5.31,7.67,-140.18,-3.98,-12.67,33.03,-12.18,2251,228
"May, Dustin",669160,FF,-2.18,54.05,5.24,5.87,-140.23,-0.43,-13.51,33.18,-16.87,2153,234
"May, Dustin",669160,FC,-2.22,54.05,5.09,2.52,-131.87,-0.08,0.12,26.72,-26.45,2285,196
"May, Dustin",669160,SI,-2.37,53.90,5.05,5.02,-140.99,-0.03,-20.84,35.95,-20.92,2265,238
"May, Dustin",669160,FC,-2.29,54.06,5.17,6.03,-133.42,-1.92,2.39,28.93,-25.30,2359,217
"May, Dustin",669160,FF,-1.96,54.00,5.43,9.94,-143.19,-5.21,-13.04,37.24,-14.35,2256,223
"May, Dustin",669160,FC,-2.38,54.10,5.19,4.85,-134.49,-1.67,0.63,28.43,-24.83,2330,229
"May, Dustin",669160,SI,-2.31,54.15,4.84,8.53,-142.44,-3.88,-23.77,36.30,-29.11,2306,245
"May, Dustin",669160,SI,-2.35,53.82,4.88,10.61,-141.89,-5.40,-24.25,35.71,-27.08,2341,239
"May, Dustin",669160,CU,-2.36,54.08,4.91,6.82,-124.80,-2.76,13.17,30.34,-32.91,3237,54
"May, Dustin",669160,CU,-2.45,54.01,4.88,2.75,-124.41,-0.81,13.66,29.19,-33.58,3195,55
"May, Dustin",669160,CU,-2.43,54.15,4.96,3.27,-125.04,-2.18,12.75,28.16,-31.86,3180,51
"May, Dustin",669160,SI,-2.17,54.02,4.84,8.62,-141.38,-2.22,-22.15,34.84,-24.27,2354,241
"May, Dustin",669160,SI,-2.35,53.95,4.77,11.07,-140.48,-1.89,-23.20,33.28,-23.99,2363,241
"May, Dustin",669160,CU,-2.33,53.87,4.96,8.13,-124.59,-2.46,12.87,28.26,-33.31,3397,49
"May, Dustin",669160,SI,-2.29,53.96,4.84,9.12,-140.73,-4.88,-22.36,34.87,-21.61,2264,243
