Pitcher,ID,Pitch Type,xP0,yP0,zP0,xV0,yV0,zV0,xA0,yA0,zA0,Spin Rate,Spin Direction
"Hill, Rich",448179,CU,1.37,54.39,5.80,0.60,-104.36,4.46,-9.22,18.16,-41.26,2633,314
"Hill, Rich",448179,CH,1.50,54.06,5.61,-9.34,-121.67,-4.86,12.80,20.84,-21.90,2071,137
"Hill, Rich",448179,CU,1.51,54.42,5.70,-0.12,-106.17,2.22,-12.08,18.74,-40.32,2662,308
"Hill, Rich",448179,FF,1.41,54.25,5.85,-2.24,-129.16,-4.54,7.02,26.43,-13.82,2150,146
"Hill, Rich",448179,FC,1.65,54.15,5.70,-5.83,-119.49,-1.37,-4.37,23.45,-27.21,2130,169
"Hill, Rich",448179,FC,1.64,54.38,5.70,-3.82,-121.36,-1.33,-3.50,20.18,-25.20,2203,176
"Hill, Rich",448179,CU,1.50,54.42,5.76,-0.76,-105.68,1.55,-11.68,21.27,-41.50,2734,312
"Hill, Rich",448179,FF,1.43,54.04,5.86,-5.55,-127.77,-7.82,8.47,25.47,-12.21,2190,146
"Hill, Rich",448179,FC,1.61,54.27,5.63,-4.50,-122.32,-1.24,-2.86,22.26,-23.74,2290,178
"Hill, Rich",448179,CU,1.52,54.51,5.76,-2.54,-103.07,2.79,-9.10,19.87,-40.64,2620,312
"Hill, Rich",448179,FC,1.58,54.43,5.68,-3.65,-121.83,-0.47,-3.55,23.36,-26.65,2275,181
